SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,NSE
SANGAMIND,Sangam (India) Limited,INE495C01010,NSE
SANGHIIND,Sanghi Industries Limited,INE999B01013,NSE
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,NSE
SANGINITA,Sanginita Chemicals Limited,INE753W01010,NSE
SANOFI,Sanofi India Limited,INE058A01010,NSE
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,NSE
SANSERA,Sansera Engineering Limited,INE953O01021,NSE
SANSTAR,Sanstar Limited,INE08NE01025,NSE
SANWARIA,Sanwaria Consumer Limited,INE890C01046,NSE
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,NSE
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,NSE
SAREGAMA,Saregama India Limited,INE979A01025,NSE
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,NSE
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,NSE
SASKEN,Sasken Technologies Limited,INE231F01020,NSE
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,NSE
SATIA,Satia Industries Limited,INE170E01023,NSE
SATIN,Satin Creditcare Network Limited,INE836B01017,NSE
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,NSE
SBC,SBC Exports Limited,INE04AK01028,NSE
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,NSE
SBFC,SBFC Finance Limited,INE423Y01016,NSE
SBGLP,Suratwwala Business Group Limited,INE05ST01028,NSE
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,NSE
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,NSE
SBIN,State Bank of India,INE062A01020,NSE
SCHAEFFLER,Schaeffler India Limited,INE513A01022,NSE
SCHAND,S Chand And Company Limited,INE807K01035,NSE
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,NSE
SCI,Shipping Corporation Of India Limited,INE109A01011,NSE
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,NSE
SCODATUBES,Scoda Tubes Limited,INE090501011,NSE
SCPL,Sheetal Cool Products Limited,INE501Y01019,NSE
SDBL,Som Distilleries & Breweries Limited,INE480C01038,NSE
SEAMECLimited,Seamec Limited,INE497B01018,NSE
SECMARK,SecMark Consultancy Limited,INE0BTM01013,NSE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,NSE
SEJALLimited,Sejal Glass Limited,INE955I01044,NSE
SELMC,SEL Manufacturing Company Limited,INE105I01020,NSE
SEMAC,Semac Construction Limited,INE617A01013,NSE
SENCO,Senco Gold Limited,INE602W01027,NSE
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,NSE
SEPC,SEPC Limited,INE964H01014,NSE
SEQUENT,Sequent Scientific Limited,INE807F01027,NSE
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,NSE
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,NSE
SETCO,Setco Automotive Limited,INE878E01021,NSE
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,NSE
SEYAIND,Seya Industries Limited,INE573R01012,NSE
SFL,Sheela Foam Limited,INE916U01025,NSE
SGFIN,SG Finserve Limited,INE618R01015,NSE
SGIL,Synergy Green Industries Limited,INE00QT01015,NSE
SGL,STL Global Limited,INE353H01010,NSE
SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010,NSE
SGMART,SG Mart Limited,INE385F01024,NSE
SHAH,Shah Metacorp Limited,INE482J01021,NSE
SHAHALLOYS,Shah Alloys Limited,INE640C01011,NSE
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,NSE
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,NSE
SHALBY,Shalby Limited,INE597J01018,NSE
SHALPAINTS,Shalimar Paints Limited,INE849C01026,NSE
SHANKARA,Shankara Building Products Limited,INE274V01019,NSE
SHANTI,Shanti Overseas (India) Limited,INE933X01016,NSE
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,NSE
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,NSE
SHARDACROP,Sharda Cropchem Limited,INE221J01015,NSE
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,NSE
SHAREINDIA,Share India Securities Limited,INE932X01026,NSE
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,NSE
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,NSE
SHILCTECH,Shilchar Technologies Limited,INE024F01011,NSE
SHILPAMED,Shilpa Medicare Limited,INE790G01031,NSE
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,NSE
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,NSE
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,NSE
SHIVATEX,Shiva Texyarn Limited,INE705C01020,NSE
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,NSE
SHK,S H Kelkar and Company Limited,INE500L01026,NSE
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,NSE
SHRADHA,Shradha Infraprojects Limited,INE715Y01031,NSE
SHREDIGCEM,Shree Digvijay Cement Co.Limited,INE232A01011,NSE
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,NSE
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,NSE
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,NSE
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,NSE
SHRENIK,Shrenik Limited,INE632X01030,NSE
SHREYANIND,Shreyans Industries Limited,INE231C01019,NSE
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,NSE
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,NSE
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,NSE
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,NSE
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,NSE
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,NSE
SHYAMTEL,Shyam Telecom Limited,INE635A01023,NSE
SICALLOG,Sical Logistics Limited,INE075B01020,NSE
SIEMENS,Siemens Limited,INE003A01024,NSE
SIGACHI,Sigachi Industries Limited,INE0D0K01022,NSE
SIGIND,Signet Industries Limited,INE529F01035,NSE
SIGMA,Sigma Solve Limited,INE0A0S01028,NSE
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,NSE
SIGNPOST,Signpost India Limited,INE0KGZ01021,NSE
SIKKO,Sikko Industries Limited,INE112X01025,NSE
SIL,Standard Industries Limited,INE173A01025,NSE
SILGO,Silgo Retail Limited,INE01II01013,NSE
SILGO-RE1,Silgo Retail Limited-RE,INE01II20021,NSE
SILINV,SIL Investments Limited,INE923A01015,NSE
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,NSE
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,NSE
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,NSE
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,NSE
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,NSE
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,NSE
SINTERCOM,Sintercom India Limited,INE129Z01016,NSE
SIRCA,Sirca Paints India Limited,INE792Z01011,NSE
SIS,SIS LIMITED,INE285J01028,NSE
SITINET,Siti Networks Limited,INE965H01011,NSE
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,NSE
SJS,S.J.S. Enterprises Limited,INE284S01014,NSE
SJVN,SJVN Limited,INE002L01015,NSE
SKFINDIA,SKF India Limited,INE640A01023,NSE
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,NSE
SKIPPER,Skipper Limited,INE439E01022,NSE
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,NSE
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,NSE
SMARTLINK,Smartlink Holdings Limited,INE178C01020,NSE
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,NSE
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,NSE
SMLMAH,SML Mahindra Limited,INE294B01019,NSE
SMLT,Sarthak Metals Limited,INE017W01010,NSE
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,NSE
SNOWMAN,Snowman Logistics Limited,INE734N01019,NSE
SOBHA,Sobha Limited,INE671H01015,NSE
SOFTTECH,Softtech Engineers Limited,INE728Z01015,NSE
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,NSE
SOLARINDS,Solar Industries India Limited,INE343H01029,NSE
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,NSE
SOLEX,Solex Energy Limited,INE880Y01017,NSE
SOMANYCERA,Somany Ceramics Limited,INE355A01028,NSE
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,NSE
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,NSE
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,NSE
SONAMLimited,SONAM LIMITED,INE00LM01029,NSE
SONATSOFTW,Sonata Software Limited,INE269A01021,NSE
SOTL,Savita Oil Technologies Limited,INE035D01020,NSE
SOUTHBANK,The South Indian Bank Limited,INE683A01023,NSE
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,NSE
SPAL,S. P. Apparels Limited,INE212I01016,NSE
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,NSE
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,NSE
SPCENET,Spacenet Enterprises India Limited,INE970N01027,NSE
SPECIALITY,Speciality Restaurants Limited,INE247M01014,NSE
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,NSE
SPENCERS,Spencer's Retail Limited,INE020801028,NSE
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,NSE
SPLIL,SPL Industries Limited,INE978G01016,NSE
SPLPETRO,Supreme Petrochem Limited,INE663A01033,NSE
SPMLINFRA,SPML Infra Limited,INE937A01023,NSE
SPORTKING,Sportking India Limited,INE885H01029,NSE
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,NSE
SREEL,Sreeleathers Limited,INE099F01013,NSE
SRF,SRF Limited,INE647A01010,NSE
SRGHFL,SRG Housing Finance Limited,INE559N01010,NSE
SRHHYPOLimited,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,NSE
SRM,SRM Contractors Limited,INE0R6Z01013,NSE
SRPL,Shree Ram Proteins Limited,INE008Z01020,NSE
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,NSE
SSWL,Steel Strips Wheels Limited,INE802C01033,NSE
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,NSE
STANLEY,Stanley Lifestyles Limited,INE01A001028,NSE
STAR,Strides Pharma Science Limited,INE939A01011,NSE
STARCEMENT,Star Cement Limited,INE460H01021,NSE
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,NSE
STARPAPER,Star Paper Mills Limited,INE733A01018,NSE
STARTECK,Starteck Finance Limited,INE992I01013,NSE
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,NSE
STEELCAS,Steelcast Limited,INE124E01038,NSE
STEELCITY,Steel City Securities Limited,INE395H01011,NSE
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,NSE
STEL,Stel Holdings Limited,INE577L01016,NSE
STERTOOLS,Sterling Tools Limited,INE334A01023,NSE
STLNETWORK,STL Networks Limited,INE1VXE01018,NSE
STLTECH,Sterlite Technologies Limited,INE089C01029,NSE
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,NSE
STUDDS,Studds Accessories Limited,INE00Q601028,NSE
STYL,Seshaasai Technologies Limited,INE04VU01023,NSE
STYLAMIND,Stylam Industries Limited,INE239C01020,NSE
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,NSE
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,NSE
SUBEXLimited,Subex Limited,INE754A01055,NSE
SUBROS,Subros Limited,INE287B01021,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,NSE
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,NSE
SULA,Sula Vineyards Limited,INE142Q01026,NSE
SUMEETINDS,Sumeet Industries Limited,INE235C01036,NSE
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,NSE
SUMIT,Sumit Woods Limited,INE748Z01013,NSE
SUMMITSEC,Summit Securities Limited,INE519C01017,NSE
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,NSE
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,NSE
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,NSE
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,NSE
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,NSE
SUNDROP,Sundrop Brands Limited,INE209A01019,NSE
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,NSE
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,NSE
SUNTECK,Sunteck Realty Limited,INE805D01034,NSE
SUNTV,Sun TV Network Limited,INE424H01027,NSE
SUPERHOUSE,Superhouse Limited,INE712B01010,NSE
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,NSE
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,NSE
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,NSE
SUPREMEIND,Supreme Industries Limited,INE195A01028,NSE
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,NSE
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,NSE
SURAJEST,Suraj Estate Developers Limited,INE843S01025,NSE
SURAJLimited,Suraj Limited,INE713C01016,NSE
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,NSE
SURANASOL,Surana Solar Limited,INE272L01022,NSE
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,NSE
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,NSE
SURYAROSNI,Surya Roshni Limited,INE335A01020,NSE
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,NSE
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,NSE
SUVEN,Suven Life Sciences Limited,INE495B01038,NSE
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,NSE
SUYOG,Suyog Telematics Limited,INE442P01014,NSE
SUZLON,Suzlon Energy Limited,INE040H01021,NSE
SVLL,Shree Vasu Logistics Limited,INE00CE01017,NSE
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,NSE
SWANCORP,SWAN CORP LIMITED,INE665A01038,NSE
SWARAJENG,Swaraj Engines Limited,INE277A01016,NSE
SWELECTES,Swelect Energy Systems Limited,INE409B01013,NSE
SWIGGY,Swiggy Limited,INE00H001014,NSE
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,NSE
SYMPHONY,Symphony Limited,INE225D01027,NSE
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,NSE
SYNGENE,Syngene International Limited,INE398R01022,NSE
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,NSE
SYSTMTXC,Systematix Corporate Services Limited,INE356B01024,NSE
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,NSE
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,NSE
TAKE,Take Solutions Limited,INE142I01023,NSE
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,NSE
TANLA,Tanla Platforms Limited,INE483C01032,NSE
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,NSE
TARAPUR,Tarapur Transformers Limited,INE747K01017,NSE
TARC,TARC Limited,INE0EK901012,NSE
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,NSE
TARMAT,Tarmat Limited,INE924H01018,NSE
TARSONS,Tarsons Products Limited,INE144Z01023,NSE
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,NSE
TATACAP,Tata Capital Limited,INE976I01016,NSE
TATACHEM,Tata Chemicals Limited,INE092A01019,NSE
TATACOMM,Tata Communications Limited,INE151A01013,NSE
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NSE
TATAELXSI,Tata Elxsi Limited,INE670A01012,NSE
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,NSE
TATAPOWER,Tata Power Company Limited,INE245A01021,NSE
TATASTEEL,Tata Steel Limited,INE081A01020,NSE
TATATECH,Tata Technologies Limited,INE142M01025,NSE
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,NSE
TBOTEK,TBO Tek Limited,INE673O01025,NSE
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,NSE
TCI,Transport Corporation of India Limited,INE688A01022,NSE
TCIEXP,TCI Express Limited,INE586V01016,NSE
TCIFINANCE,TCI Finance Limited,INE911B01018,NSE
TCPLPACK,TCPL Packaging Limited,INE822C01015,NSE
TCS,Tata Consultancy Services Limited,INE467B01029,NSE
TDPOWERSYS,TD Power Systems Limited,INE419M01027,NSE
TEAMGTY,Team India Guaranty Limited,INE289C01025,NSE
TEAMLEASE,Teamlease Services Limited,INE985S01024,NSE
TECHM,Tech Mahindra Limited,INE669C01036,NSE
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,NSE
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,NSE
TEGA,Tega Industries Limited,INE011K01018,NSE
TEJASNET,Tejas Networks Limited,INE010J01012,NSE
TEMBO,Tembo Global Industries Limited,INE869Y01010,NSE
TENNIND,Tenneco Clean Air India Limited,INE19RI01016,NSE
TERASOFT,Tera Software Limited,INE482B01010,NSE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,NSE
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,NSE
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,NSE
TFCILimited,Tourism Finance Corporation of India Limited,INE305A01023,NSE
TFL,Transwarranty Finance Limited,INE804H01012,NSE
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,NSE
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,NSE
THEINVEST,The Investment Trust Of India Limited,INE924D01017,NSE
THEJO,Thejo Engineering Limited,INE121N01019,NSE
THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,NSE
THEMISMED,Themis Medicare Limited,INE083B01024,NSE
THERMAX,Thermax Limited,INE152A01029,NSE
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,NSE
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,NSE
THYROCARE,Thyrocare Technologies Limited,INE594H01019,NSE
TI,Tilaknagar Industries Limited,INE133E01013,NSE
TICL,Twamev Construction and Infrastructure Limited,INE388G01026,NSE
TIGERLOGS,Tiger Logistics (India) Limited,INE906O01029,NSE
TIIL,Technocraft Industries (India) Limited,INE545H01011,NSE
TIINDIA,Tube Investments of India Limited,INE974X01010,NSE
TIJARIA,Tijaria Polypipes Limited,INE440L01017,NSE
TIL,TIL Limited,INE806C01018,NSE
TIMETECHNO,Time Technoplast Limited,INE508G01029,NSE
TIMKEN,Timken India Limited,INE325A01013,NSE
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,NSE
TIPSFILMS,Tips Films Limited,INE0LQS01015,NSE
TIPSMUSIC,Tips Music Limited,INE716B01029,NSE
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,NSE
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,NSE
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NSE
TITAN,Titan Company Limited,INE280A01028,NSE
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,NSE
TMCV,Tata Motors Limited,INE1TAE01010,NSE
TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,NSE
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,NSE
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,NSE
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,NSE
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012,NSE
TOLINS,Tolins Tyres Limited,INE0RWQ01014,NSE
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,NSE
TORNTPOWER,Torrent Power Limited,INE813H01021,NSE
TOTAL,Total Transport Systems Limited,INE336X01012,NSE
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,NSE
TPHQ,Teamo Productions HQ Limited,INE065J01024,NSE
TPLPLASTEH,TPL Plastech Limited,INE413G01022,NSE
TRACXN,Tracxn Technologies Limited,INE0HMF01019,NSE
TRANSRAILL,Transrail Lighting Limited,INE454P01035,NSE
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,NSE
TRAVELFOOD,Travel Food Services Limited,INE103V01028,NSE
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,NSE
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,NSE
TREL,Transindia Real Estate Limited,INE0O3901029,NSE
TRENT,Trent Limited,INE849A01020,NSE
TRF,TRF Limited,INE391D01019,NSE
TRIDENT,Trident Limited,INE064C01022,NSE
TRIGYN,Trigyn Technologies Limited,INE948A01012,NSE
TRITURBINE,Triveni Turbine Limited,INE152M01016,NSE
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,NSE
TRU,TruCap Finance Limited,INE615R01029,NSE
TRUALT,TruAlt Bioenergy Limited,INE0MWH01014,NSE
TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029,NSE
TTKHLTCARE,TTK Healthcare Limited,INE910C01018,NSE
TTKPRESTIG,TTK Prestige Limited,INE690A01028,NSE
TTL,T T Limited,INE592B01024,NSE
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,NSE
TVSELECT,TVS Electronics Limited,INE236G01019,NSE
TVSHLimited,TVS Holdings Limited,INE105A01035,NSE
TVSMOTOR,TVS Motor Company Limited,INE494B01023,NSE
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,NSE
TVSSRICHAK,TVS Srichakra Limited,INE421C01016,NSE
TVTODAY,TV Today Network Limited,INE038F01029,NSE
TVVISION,TV Vision Limited,INE871L01013,NSE
UBL,United Breweries Limited,INE686F01025,NSE
UCAL,UCAL LIMITED,INE139B01016,NSE
UCOBANK,UCO Bank,INE691A01018,NSE
UDS,Updater Services Limited,INE851I01011,NSE
UFBL,United Foodbrands Limited,INE382M01027,NSE
UFLEX,UFLEX Limited,INE516A01017,NSE
UFO,UFO Moviez India Limited,INE527H01019,NSE
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,NSE
UGROCAP,Ugro Capital Limited,INE583D01011,NSE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,NSE
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,NSE
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,NSE
UMESLimited,Usha Martin Education & Solutions Limited,INE240C01028,NSE
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,NSE
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,NSE
UNIDT,United Drilling Tools Limited,INE961D01019,NSE
UNIECOM,Unicommerce Esolutions Limited,INE00U401027,NSE
UNIENTER,Uniphos Enterprises Limited,INE037A01022,NSE
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,NSE
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,NSE
UNIONBANK,Union Bank of India,INE692A01016,NSE
UNIPARTS,Uniparts India Limited,INE244O01017,NSE
UNITDSPR,United Spirits Limited,INE854D01024,NSE
UNITECH,Unitech Limited,INE694A01020,NSE
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029,NSE
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,NSE
UNIVASTU,Univastu India Limited,INE562X01013,NSE
UNIVCABLES,Universal Cables Limited,INE279A01012,NSE
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013,NSE
UNOMINDA,UNO Minda Limited,INE405E01023,NSE
UPL,UPL Limited,INE628A01036,NSE
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015,NSE
URBANCO,Urban Company Limited,INE0CAZ01013,NSE
URJA,Urja Global Limited,INE550C01020,NSE
USHAMART,Usha Martin Limited,INE228A01035,NSE
USK,Udayshivakumar Infra Limited,INE0N0Y01013,NSE
UTIAMC,UTI Asset Management Company Limited,INE094J01016,NSE
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,NSE
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,NSE
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,NSE
UYFINCORP,U. Y. Fincorp Limited,INE152C01025,NSE
V2RETAIL,V2 Retail Limited,INE945H01013,NSE
VADILALIND,Vadilal Industries Limited,INE694D01016,NSE
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,NSE
VAISHALI,Vaishali Pharma Limited,INE972X01022,NSE
VAKRANGEE,Vakrangee Limited,INE051B01021,NSE
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017,NSE
VALIANTORG,Valiant Organics Limited,INE565V01010,NSE
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013,NSE
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,NSE
VARROC,Varroc Engineering Limited,INE665L01035,NSE
VASCONEQ,Vascon Engineers Limited,INE893I01013,NSE
VASWANI,Vaswani Industries Limited,INE590L01019,NSE
VBL,Varun Beverages Limited,INE200M01039,NSE
