SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
DECNGOLD,Deccan Gold Mines Limited,INE945F01025,BSE
NIBEORD,Nibe Ordnance and Maritime Limited,INE425H01016,BSE
CRANESSOFT,Cranes Software International Limited,INE234B01023,BSE
SAICOM,Saianand Commercial Limited,INE092G01024,BSE
EY,Eyantra Ventures Limited,INE750G01019,BSE
TRIPR,Triochem Products Limited,INE331E01013,BSE
NIDHGRN,Nidhi Granites Limited,INE276H01013,BSE
AVIVA,Aviva Industries Limited,INE461H01011,BSE
ROSEMER,Rose Merc Limited,INE649C01012,BSE
TWIROST,Twin Roses Trades & Agencies Limited,INE436U01016,BSE
KAJALSY,Kajal Synthetics & Silk Mills Limited,INE956V01011,BSE
AVANCE,Avance Technologies Limited,INE758A01072,BSE
MLINDLimited,M Lakhamsi Industries Limited,INE808W01012,BSE
TERRAREAL,Terraform Realstate Limited,INE123V01018,BSE
ABANSENT,Abans Enterprises Limited,INE365O01028,BSE
VAMA,Vama Industries Limited,INE685D01022,BSE
BENTCOM,Bentley Commercial Enterprises Limited,INE496M01017,BSE
SILVERO,Silveroak Commercials Limited,INE798C01017,BSE
CLASELE,Classic Electricals Limited,INE02BR01017,BSE
PRISMMEDI,Prism Medico and Pharmacy Limited,INE730E01016,BSE
SPVGLOBAL,SPV Global Trading Limited,INE177E01010,BSE
VERITAS,Veritas (India) Limited,INE379J01029,BSE
ZNIVITRD,Nivi Trading Limited,INE552F01011,BSE
ASHCAP,Ashirwad Capital Limited,INE894A01026,BSE
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Limited,INE895A01023,BSE
BAJGLOB,Bajaj Global Limited,INE553H01015,BSE
AVONMERC,Avon Mercantile Limited,INE471D01019,BSE
MMWL,Media Matrix Worldwide Limited,INE200D01020,BSE
TASHIND,Tashi India Limited,INE552H01017,BSE
AUTOINT,Autoriders International Limited,INE340U01010,BSE
ZSPEEDCO,Speedage Commercials Limited,INE497M01015,BSE
SHANTAI,Shantai Industries Limited,INE408F01024,BSE
CHMBBRW,Chambal Breweries & Distilleries Limited,INE417N01011,BSE
ZMANSOON,Mansoon Trading Company Limited,INE776V01013,BSE
ARAVALIS,Aravali Securities & Finance Limited,INE068C01015,BSE
YASTF,Yash Trading & Finance Limited,INE745A01012,BSE
CUPIDALBV,Cupid Breweries And Distilleries Limited,INE108G01010,BSE
ZSHERAPR,Sheraton Properties & Finance Limited,INE495M01019,BSE
MAGANTR,Magnanimous Trade & finance Limited,INE664N01018,BSE
CRSL,Cressanda Railway Solutions Limited,INE716D01033,BSE
SHARDUL,Shardul Securities Limited,INE037B01020,BSE
SERA,Sera Investments & Finance India Limited,INE017I01027,BSE
BENGALS,Bengal Steel Industries Limited,INE523W01017,BSE
UNIWSEC,Uniworth Securities Limited,INE728J01019,BSE
MERCTRD,Mercury Trade Links Limited,INE319T01016,BSE
NIRAVCOM,Nirav Commercials Limited,INE242B01018,BSE
WHITHAL,White Hall Commercial Company Limited,INE416X01012,BSE
ASUTENT,Asutosh Enterprise Limited,INE508W01018,BSE
APOLLOFI,Apollo Finvest India Limited,INE412D01013,BSE
ESQRMON,Esquire Money Guarantees Limited,INE0HMN01013,BSE
ENBETRD,Enbee Trade & Finance Limited,INE993I01029,BSE
GANONPRO,Ganon Products Limited,INE162L01017,BSE
DEVITRD,Devinsu Trading Limited,INE07LH01016,BSE
SHRJAGP,Shri Jagdamba Polymers Limited,INE564J01026,BSE
PUNCTRD,Punctual Trading Limited,INE07NX01019,BSE
BETXIND,Betex India Limited,INE765L01017,BSE
VIRYA,Virya Resources Limited,INE661K01010,BSE
DHANCOT,Dhanlaxmi Cotex Limited,INE977F01010,BSE
OASISEC,Oasis Securities Limited,INE876A01023,BSE
GARNETINT,Garnet International Limited,INE590B01010,BSE
SHALPRO,Shalimar Productions Limited,INE435E01020,BSE
MEENST,Meenakshi Steel Industries Limited,INE721V01019,BSE
VARUNME,Varun Mercantile Limited,INE442U01014,BSE
VINVANI,Vinayak Vanijya Limited,INE132V01019,BSE
SUPER,Super Sales India Limited-$,INE091C01017,BSE
NEELKANTH,Neelkanth Limited-$,INE581D01015,BSE
ZODJRDMKJ,Zodiac-JRD-MKJ Limited,INE077B01018,BSE
SITAENT,Sita Enterprises Limited,INE579D01019,BSE
PULSRIN,Pulsar International Limited,INE183U01022,BSE
MANBRO,Manbro Industries Limited,INE348N01034,BSE
ASTALLimited,Astal Laboratories Limited,INE307N01014,BSE
HARIAEXPO,Haria Exports Limited-$,INE772B01014,BSE
RLF,RLF Limited,INE629C01014,BSE
REGENTRP,Regent Enterprises Limited,INE769D01016,BSE
SAVERA,Savera Industries Limited,INE104E01014,BSE
CHROME,Chrome Silicon Limited-$,INE114E01013,BSE
ZJEETMAC,Jeet Machine Tools Limited,INE987E01012,BSE
ZHINUDYP,Hindusthan Udyog Limited,INE582K01018,BSE
REMIEDEL,Remi Edelstahl Tubulars Limited,INE158G01015,BSE
GSAUTO,GS Auto International Limited,INE736H01024,BSE
TRANSFRE,Trans Freight Containers Limited,INE360D01014,BSE
AMFORG,Amforge Industries Limited,INE991A01020,BSE
ACROW,Acrow India Limited,INE950D01012,BSE
STLSTRINF,Steel Strips Infrastructures Limited,INE205F01016,BSE
JAYUSH,Jay Ushin Limited,INE289D01015,BSE
IMEC,Imec Services Limited,INE611C01020,BSE
MDRNSTL,Modern Steels Limited-$,INE001F01019,BSE
SYNTHFO,Synthiko Foils Limited,INE363L01045,BSE
GOLKONDA,Golkonda Aluminium Extrusions Limited-$,INE327C01031,BSE
GUJTLRM,Gujarat Toolroom Limited,INE145J01032,BSE
COCHINM,Cochin Minerals & Rutiles Limited-$,INE105D01013,BSE
INDIAHOMES,India Homes Limited,INE072A01029,BSE
KVFORGE,Krishanveer Forge Limited,INE013J01016,BSE
VALLABHSQ,Vallabh Steels Limited-$,INE457E01016,BSE
SMFIL,Smiths & Founders (India) Limited,INE728B01032,BSE
BLOIN,Bloom Industries Limited,INE373E01015,BSE
MAITRI,Maitri Enterprises Limited,INE501L01024,BSE
ELANGO,Elango Industries Limited,INE594D01018,BSE
KANSHST,Kanishk Steel Industries Limited,INE791E01018,BSE
MAHALXSE,Mahalaxmi Seamless Limited-$,INE257F01017,BSE
SIMPLEXCAS,Simplex Castings Limited,INE658D01011,BSE
SSWRL,Shree Steel Wire Ropes Limited,INE387D01025,BSE
SIZEMASTER,Sizemasters Technology Limited,INE235U01012,BSE
SOUTHMG,Southern Magnesium & Chemicals Limited,INE308N01012,BSE
BAROEXT,Baroda Extrusion Limited,INE927K01023,BSE
GUJCONT,Gujarat Containers Limited,INE276I01011,BSE
PANCHMAHQ,Panchmahal Steel Limited,INE798F01010,BSE
ADITYA,Aditya Ispat Limited,INE570B01012,BSE
GLITTEKG,Glittek Granites Limited,INE741B01027,BSE
PRADPME,Pradeep Metals Limited,INE770A01010,BSE
GNRL,Gujarat Natural Resources Limited,INE207H01018,BSE
TNSTLTU,Tamilnadu Steel Tubes Limited,INE176E01012,BSE
SHRDAIS,Sharda Ispat Limited,INE385M01012,BSE
NOVIS,Nova Iron & Steel Limited,INE608C01026,BSE
STERPOW,Sterling Powergensys Limited,INE067E01013,BSE
FFPL,Foundry Fuel Products Limited,INE617C01027,BSE
TULSYAN,Tulsyan NEC Limited-$,INE463D01016,BSE
AXELPOLY,Axel Polymers Limited,INE197C01012,BSE
SPECTRA,Spectra Industries Limited,INE848B01012,BSE
KAJARIR,KIC Metaliks Limited,INE434C01027,BSE
SOLIDSTON,Solid Stone Company Limited,INE584G01012,BSE
SHILGRAVQ,Shilp Gravures Limited-$,INE960A01017,BSE
WHITEORG,White Organic Agro Limited,INE146C01019,BSE
MFSINTRCRP,MFS Intercorp Limited,INE614F01019,BSE
RUDRAECO,Rudra Ecovation Limited,INE723D01021,BSE
RAJKSYN,Rajkamal Synthetics Limited,INE376L01013,BSE
DEEPAKSP,Deepak Spinners Limited-$,INE272C01013,BSE
NEWTRAC,Newtrac Foods & Beverages Limited,INE229N01010,BSE
PBMPOLY,PBM Polytex Limited-$,INE501F01018,BSE
ADINATH,Adinath Textiles Limited,INE207C01019,BSE
KONARKSY,Konark Synthetic Limited,INE517D01019,BSE
SURYALA,Suryalata Spinning Mills Limited-$,INE132C01027,BSE
INDIANACRY,Indian Acrylics Limited,INE862B01013,BSE
CEETAIN,Ceeta Industries Limited,INE760J01012,BSE
RISHYRN,Rishab Special Yarns Limited,INE351D01013,BSE
BLACKROSE,Black Rose Industries Limited,INE761G01016,BSE
STCORP,S & T Corporation Limited,INE110Q01023,BSE
RAMGOPOLY,Ramgopal Polytex Limited,INE410D01017,BSE
TTLEL,TTL Enterprises Limited,INE664X01025,BSE
MKVENTURES,Mkventures Capital Limited,INE874A01010,BSE
KUSHIND,Kush Industries Limited,INE979D01011,BSE
SRECR,Sreechem Resins Limited,INE377C01010,BSE
SURBHIN,Surbhi Industries Limited,INE899E01019,BSE
SEASONST,Seasons Textiles Limited-$,INE707B01010,BSE
ZENIFIB,Zenith Fibres Limited-$,INE106C01013,BSE
BHILSPIN,Bhilwara Spinners Limited,INE436C01014,BSE
SANTETX,Sanrhea Technical Textiles Limited,INE589J01015,BSE
VIPPYSP,Vippy Spinpro Limited,INE660D01017,BSE
JAIHINDS,Jaihind Synthetics Limited,INE156E01014,BSE
RAGHUSYN,Raghuvir Synthetics Limited,INE969C01022,BSE
JATTAINDUS,Jattashankar Industries Limited,INE722N01014,BSE
KAMADGIRI,Kamadgiri Fashion Limited-$,INE535C01013,BSE
OMNITEX,Omnitex Industries India Limited,INE814D01010,BSE
PATSPINLimited,Patspin India Limited,INE790C01014,BSE
ONEGLOBAL,One Global Service Provider Limited,INE670O01013,BSE
NEOINFRA,Neo Infracon Limited,INE216I01017,BSE
GENESIS,Genesis Ibrc India Limited,INE194N01016,BSE
EVERFIN,Everlon Financials Limited,INE339D01034,BSE
KRRAIL,K&R Rail Engineering Limited,INE078T01026,BSE
GUJCOTEX,Gujarat Cotex Limited,INE004C01028,BSE
GARWSYN,Garware Synthetics Limited,INE340D01016,BSE
ECOHOTELS,Eco Hotels And Resorts Limited,INE638N01012,BSE
SARUPINDUS,Sarup Industries Limited-$,INE305D01019,BSE
OXFORDIN,Oxford Industries Limited,INE114D01015,BSE
HINDADH,Hindustan Adhesives Limited,INE074C01013,BSE
BPAGRI,Blue Pearl Agriventures Limited,INE439N01031,BSE
SRIKPRIND,Sri KPR Industries Limited,INE009C01019,BSE
JYOTIRES,Jyoti Resins & Adhesives Limited,INE577D01013,BSE
SOUTLAT,Southern Latex Limited,INE410M01018,BSE
WINSOMTX,Winsome Textile Industries Limited-$,INE837B01031,BSE
MODINSU,Modern Insulators Limited,INE219W01012,BSE
SEKURITIND,Saint Gobain Sekurit India Limited,INE068B01017,BSE
MADHUDIN,Madhusudan Industries Limited,INE469C01023,BSE
RESTILE,Restile Ceramics Limited,INE298E01022,BSE
HALDYNGL,Haldyn Glass Limited-$,INE506D01020,BSE
DUROPLY,Duroply Industries Limited,INE932D01010,BSE
AGIOPAPER,Agio Paper & Industries Limited-$,INE112C01011,BSE
TAHMARENT,Tahmar Enterprises Limited,INE385D01029,BSE
SOMAPPR,Soma Papers & Industries Limited,INE737E01011,BSE
NATPLY,National Plywood Industries Limited,INE497C01016,BSE
JUMBO,Jumbo Bag Limited,INE699D01015,BSE
SANPA,Sangal Papers Limited,INE384D01022,BSE
VENTURA,Ventura Textiles Limited,INE810C01044,BSE
SHKARTP,Shree Karthik Papers Limited,INE538D01015,BSE
STHINPA,South India Paper Mills Limited,INE088G01014,BSE
FAMILYCARE,Family Care Hospitals Limited,INE146N01016,BSE
RIR,RIR Power Electronics Limited,INE302D01024,BSE
IDM,International Data Management Limited,INE649R01010,BSE
JETKINGQ,Jetking Infotrain Limited,INE919C01019,BSE
INDAGIV,Ind Agiv Commerce Limited,INE115E01010,BSE
APLAB,Aplab Limited-$,INE273A01015,BSE
PCS,PCS Technology Limited,INE834B01012,BSE
SPELS,SPEL Semiconductor Limited,INE252A01019,BSE
EDVENSWA,Edvenswa Enterprises Limited,INE125G01014,BSE
PERVASIVE,Pervasive Commodities Limited,INE443P01038,BSE
SWITCHTE,Switching Technologies Gunther Limited,INE311D01017,BSE
PAEL,PAE Limited,INE766A01026,BSE
CALCOM,Calcom Vision Limited,INE216C01010,BSE
DYNAVSN,Dynavision Limited,INE083E01010,BSE
BCCFUBA,BCC Fuba India Limited,INE788D01016,BSE
PRECISIO,Precision Electronics Limited,INE143C01024,BSE
FINELINE,Fine Line Circuits Limited,INE087E01011,BSE
RNITAI,Rnit Ai Solutions Limited,INE335Q01026,BSE
GUJARATPOLY,Gujarat Poly Electronics Limited,INE541F01022,BSE
MAGNUS,Magnus Steel and Infra Limited,INE898E01011,BSE
MODMA,Modern Malleables Limited,INE834C01028,BSE
ACIIN,ACI Infocom Limited,INE167B01025,BSE
SBECSYS,SBEC Systems India Limited,INE689V01018,BSE
INCAP,Incap Limited,INE437C01012,BSE
GUJINTRX,Gujarat Intrux Limited-$,INE877E01015,BSE
REGANTO,Reganto Enterprises Limited,INE043B01028,BSE
PANELEC,Pan Electronics India Limited,INE648E01010,BSE
VXLINSTR,VXL Instruments Limited,INE756A01019,BSE
LEENEE,Lee & Nee Softwares Exports Limited,INE791B01014,BSE
PATELSAI,Patels Airtemp India Limited,INE082C01024,BSE
ATHENAGLO,Athena Global Technologies Limited-$,INE576B01019,BSE
NARMP,Narmada Macplast Drip Irrigation Systems Limited,INE060D01028,BSE
DUTRON,Dutron Polymers Limited-$,INE940C01015,BSE
MAGNAELQ,Magna Electro Castings Limited-$,INE437D01010,BSE
MARSONS,Marsons Limited,INE415B01044,BSE
ELNET,Elnet Technologies Limited-$,INE033C01019,BSE
ACCEL,Accel Limited,INE258C01038,BSE
DHINDIA,D & H India Limited-$,INE589D01018,BSE
ALFATRAN,Alfa Transformers Limited,INE209C01015,BSE
NHCFOODS,NHC Foods Limited,INE141C01036,BSE
KEERTHI,Keerthi Industries Limited,INE145L01012,BSE
SRICC,Sri Chakra Cement Limited,INE827D01020,BSE
SURAJ,Suraj Products Limited,INE069E01019,BSE
PRSNTIN,Prashant India Limited,INE100E01012,BSE
ZKHANDEN,Khandelwal Extractions Limited,INE687W01010,BSE
RITESHIN,Ritesh International Limited,INE534D01014,BSE
VADILENT,Vadilal Enterprises Limited,INE693D01018,BSE
ASHAI,Ashiana Agro Industries Limited,INE709D01012,BSE
RGRL,Retro Green Revolution Limited,INE601N01010,BSE
WILLIMFI,Williamson Financial Services Limited,INE188E01017,BSE
AJANTSOY,Ajanta Soya Limited,INE601B01023,BSE
KISAAN,Kisaan Parivar Industries Limited,INE102C01020,BSE
SIEL,Superior Industrial Enterprises Limited,INE843L01012,BSE
SPTRSHI,Saptarishi Agro Industries Limited,INE233P01017,BSE
PRIMAGR,Prima Agro Limited,INE297D01018,BSE
MADHURIND,Madhur Industries Limited,INE110C01015,BSE
TARAI,Tarai Foods Limited,INE906C01016,BSE
MODAIRY,Modern Dairies Limited,INE617B01011,BSE
BAMBINO,Bambino Agro Industries Limited,INE921D01013,BSE
PRIMIND,Prime Industries Limited,INE543F01028,BSE
VIKASWSP,Vikas WSP Limited,INE706A01022,BSE
VSFPROJ,VSF Projects Limited,INE923K01014,BSE
BANSTEA,Bansisons Tea Industries Limited,INE856E01019,BSE
POONADAL,Poona Dal & Oil Industries Limited,INE809E01018,BSE
TRANSFD,Transglobe Foods Limited,INE213P01027,BSE
SHINDL,Sharat Industries Limited,INE220Z01013,BSE
DATIWARE,Datiware Maritime Infra Limited,INE673U01014,BSE
KMGMILK,KMG Milk Food Limited,INE873N01015,BSE
KSE,KSE Limited-$,INE953E01022,BSE
NARBADA,Narbada Gems and Jewellery Limited,INE540C01021,BSE
VIRATCRA,Virat Crane Industries Limited,INE295C01014,BSE
IBINFO,IB Infotech Enterprises Limited,INE678B01021,BSE
AMBARPIL,Ambar Protein Industries Limited,INE072V01017,BSE
CHORDIA,Chordia Food Products Limited,INE975C01011,BSE
CIANAGRO,CIAN Agro Industries & Infrastructure Limited,INE052V01019,BSE
OMEAG,Omega Ag-Seeds Punjab Limited,INE112B01013,BSE
TAIIND,TAI Industries Limited-$,INE358D01018,BSE
BKV,BKV Industries Limited,INE356C01022,BSE
NCCBLUE,NCC Bluewater Products Limited,INE630N01019,BSE
ASIANTNE,Asian Tea & Exports Limited-$,INE822B01017,BSE
SIMRAN,Simran Farms Limited,INE354D01017,BSE
HINDUST,Hindustan Agrigenetics Limited,INE092301014,BSE
SURFI,Suryo Foods & Industries Limited,INE565E01016,BSE
INTEGFD,Integrated Proteins Limited,INE177M01013,BSE
LAKESHORE,Lake Shore Realty Limited,INE734D01010,BSE
SAMKRG,Samkrg Pistons & Rings Limited-$,INE706B01012,BSE
ECSTSTL,Eastcoast Steel Limited,INE315F01013,BSE
ARCEEIN,Arcee Industries Limited,INE276D01012,BSE
ABCINDQ,ABC India Limited-$,INE125D01011,BSE
BALTE,Balurghat Technologies Limited,INE654B01014,BSE
COARO,Coastal Roadways Limited,INE229E01019,BSE
SIBARAUT,Sibar Auto Parts Limited,INE441C01014,BSE
STARLOG,Starlog Enterprises Limited,INE580C01019,BSE
SHVSUIT,Shiva Suitings Limited,INE02Z901011,BSE
TITANIN,Titan Intech Limited,INE807M01031,BSE
ADVLIFE,Advance Lifestyles Limited,INE900E01015,BSE
KAKTEX,Kakatiya Textiles Limited,INE092E01011,BSE
OCTAVE,Perfect-Octave Media Projects Limited,INE814L01013,BSE
HISARSP,Hisar Spinning Mills Limited,INE689E01014,BSE
PASARI,Pasari Spinning Mills Limited,INE604F01010,BSE
AMARJOTHI,Amarjothi Spinning Mills Limited,INE484D01012,BSE
OLYMPTX,Olympia Industries Limited,INE482O01021,BSE
SUDTIND-B,Suditi Industries Limited,INE691D01012,BSE
SBFL,Shree Bhavya Fabrics Limited,INE363D01018,BSE
GEMSPIN,Gem Spinners India Limited,INE165F01020,BSE
EUREKAI,Eureka Industries Limited,INE958A01011,BSE
ADITYASP,Aditya Spinners Limited,INE122D01026,BSE
PRIMEURB,Prime Urban Development India Limited,INE419E01024,BSE
DHANFAB,Dhanlaxmi Fabrics Limited,INE953D01016,BSE
SLSTLQ,Sri Lakshmi Saraswathi Textiles Arni Limited-$,INE456D01010,BSE
SRMCL,Sri Ramakrishna Mills Coimbatore Limited-$,INE306D01017,BSE
SAMTEX,Samtex Fashions Limited-$,INE931D01020,BSE
CITYMAN,Cityman Limited,INE117C01010,BSE
DHANROTO,Dhanalaxmi Roto Spinners Limited,INE220C01012,BSE
SANBLUE,Sanblue Corporation Limited,INE602D01027,BSE
UNIROYAL,Uniroyal Industries Limited,INE980D01019,BSE
TATIAGLOB,Tatia Global Vennture Limited,INE083G01031,BSE
SUNILTX,Sunil Industries Limited,INE124M01015,BSE
SRINACHA,Sri Nachammai Cotton Mills Limited-$,INE443E01016,BSE
BGDL,Bharat Global Developers Limited,INE893C01032,BSE
SAMBANDAM,Sambandam Spinning Mills Limited-$,INE304D01012,BSE
KANDAGIRI,Kandagiri Spinning Mills Limited-$,INE292D01019,BSE
MKPMOB,MKP Mobility Limited,INE676G01024,BSE
CRANEX,Cranex Limited,INE608B01010,BSE
BATLIBOI,Batliboi Limited-$,INE177C01022,BSE
AUSTENG,Austin Engineering Company Limited,INE759F01012,BSE
FLUIDOM,Fluidomat Limited,INE459C01016,BSE
MIVENMACH,Miven Machine Tools Limited,INE338P01014,BSE
UVDRHOR,United Van Der Horst Limited,INE890G01021,BSE
KLBRENG-B,Kilburn Engineering Limited,INE338F01015,BSE
BIRLAPREC,Birla Precision Technologies Limited,INE372E01025,BSE
VOITHPAPR,Voith Paper Fabrics India Limited-$,INE285C01015,BSE
ARTSON,Artson Limited,INE133D01023,BSE
SOLIMAC,Solitaire Machine Tools Limited,INE410A01013,BSE
INDSILHYD,Indsil Hydro Power and Manganese Limited-$,INE867D01018,BSE
ITL,ITL Industries Limited-$,INE478D01014,BSE
FRONTSP,Frontier Springs Limited,INE572D01014,BSE
RASANDIK,Rasandik Engineering Industries India Limited-$,INE682D01011,BSE
YOGISUNG,Yogi Sungwon (India) Limited,INE429B01011,BSE
TANAA,Taneja Aerospace & Aviation Limited-$,INE692C01020,BSE
CONART,Conart Engineers Limited-$,INE714D01020,BSE
MINALIND,Minal Industries Limited,INE097E01028,BSE
SHIVAGR,Shivagrico Implements Limited,INE092H01014,BSE
IYKOTHITE,Iykot Hitech Toolroom Limited,INE079L01013,BSE
CENLUB,Cenlub Industries Limited,INE627F01011,BSE
VJLAXMIE,Veejay Lakshmi Engineering Works Limited-$,INE466D01019,BSE
AHMDSTE,Ahmedabad Steelcraft Limited,INE868C01018,BSE
NMSRESRC,NMS Resources Global Limited,INE169F01014,BSE
CANDOUR,Candour Techtex Limited,INE713D01055,BSE
TIGLOB,T & I Global Limited,INE811B01010,BSE
BEMHY,Bemco Hydraulics Limited ,INE142E01022,BSE
ANSALBU,Ansal Buildwell Limited-$,INE030C01015,BSE
BNRSEC,BN Rathi Securities Limited,INE710D01028,BSE
RISHITECH,Rishi Techtex Limited,INE989D01010,BSE
ADSDIAG,A D S Diagnostics Limited,-,BSE
ZBINTXPP,Binayak Tex Processors Limited,INE626H01019,BSE
JJFINCOR,JJ Finance Corporation Limited,INE584C01011,BSE
COSMOFE,Cosmo Ferrites Limited-$,INE124B01018,BSE
CROPSTER,Cropster Agro Limited,INE293E01031,BSE
FUTURSEC,Futuristic Securities Limited,INE425D01015,BSE
SANCTRN,Sanco Trans Limited,INE391G01012,BSE
THRIVE,Thrive Future Habitats Limited,INE628D01014,BSE
MEDICAPQ,Medi Caps Limited-$,INE442D01010,BSE
OTCO,OTCO International Limited,INE910B01028,BSE
MORGANITE,Morganite Crucible India Limited,INE599F01020,BSE
BAPACK,B&A Packaging India Limited,INE00FM01013,BSE
SRMENERGY,SRM Energy Limited,INE173J01018,BSE
CONTPTR,Continental Petroleums Limited,INE369D01023,BSE
NBFOOT,NB Footwear Limited,INE006F01018,BSE
MACPLASQ,Machino Plastics Limited-$,INE082B01018,BSE
GVFILM,GV Films Limited,INE395B01048,BSE
RAMAVISION,Rama Vision Limited,INE763B01013,BSE
SHRIGANG,Shri Gang Industries & Allied Products Limited,INE241V01018,BSE
PURITY,Purity Flexpack Limited,INE898O01010,BSE
KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017,BSE
MICROSE,Microse India Limited,INE809F01015,BSE
MINID,Mini Diamonds India Limited,INE281E01028,BSE
TRITON,Triton Corp Limited,INE982C01033,BSE
ADCINDIA,ADC India Communications Limited-$,INE833A01016,BSE
SHARP,Sharp India Limited,INE207B01011,BSE
INDBNK,Ind Bank Housing Limited,INE969D01012,BSE
JAIMATAG,Jai Mata Glass Limited,INE250C01027,BSE
LOTUSCHO,Lotus Chocolate Company Limited,INE026D01011,BSE
PACIFICI,Pacific Industries Limited,INE883C01025,BSE
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Limited-$,INE889F01017,BSE
UNIOFFICE,Universal Office Automation Limited,INE951C01012,BSE
APMIN,APM Industries Limited-$,INE170D01025,BSE
KRYPTONQ,Krypton Industries Limited,INE951B01014,BSE
SWISSMLTRY,Swiss Military Consumer Goods Limited,INE010C01025,BSE
MARBU,Martin Burn Limited,INE199D01016,BSE
INDTONER,Indian Toners & Developers Limited-$,INE826B01018,BSE
KUNSTOFF,Kunststoffe Industries Limited,INE638D01021,BSE
SIKA,Sika Interplant Systems Limited,INE438E01032,BSE
PHRMASI,Phaarmasia Limited,INE486I01016,BSE
IPRINGLimited,IP Rings Limited-$,INE558A01019,BSE
YASHINNO,Yash Innoventures Limited,INE823D01011,BSE
KKPLASTICK,Kkalpana Plastick Limited,INE465K01016,BSE
WATERBASE,Waterbase Limited,INE054C01015,BSE
FLEXFO,Flex Foods Limited-$,INE954B01018,BSE
GOLKUNDIA,Golkunda Diamonds & Jewellery Limited,INE798D01015,BSE
FORTISMLR,Fortis Malar Hospitals Limited,INE842B01015,BSE
SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014,BSE
SVAMSOF,Svam Software Limited,INE119B01018,BSE
ECOBOAR,Ecoboard Industries Limited,INE866A01016,BSE
TIHIL,Trans India House Impex Limited,INE502D01011,BSE
MITSHI,Mitshi India Limited,INE844D01017,BSE
SHUKJEW,Shukra Jewellery Limited,INE344E01016,BSE
SOVERDIA,Sovereign Diamonds Limited,INE959D01013,BSE
MUKATPIP,Mukat Pipes Limited-$,INE862C01029,BSE
INNOVTEC,Innovative Tech Pack Limited,INE965C01038,BSE
SUPTANERY,Super Tannery Limited,INE460D01038,BSE
CONSTRONIC,Constronics Infra Limited,INE537B01011,BSE
AXTEL,Axtel Industries Limited,INE767C01012,BSE
GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016,BSE
EASTINDIA,East India Drums and Barrels Manufacturing Limited,INE191C01023,BSE
VRWODAR,VR Woodart Limited,INE317D01014,BSE
APIL,Avi Products India Limited,INE316O01021,BSE
HINFLUR,Hindustan Fluorocarbons Limited,INE806J01013,BSE
PATIDAR,Patidar Buildcon Limited,INE637N01014,BSE
VENLONENT,Venlon Enterprises Limited,INE204D01022,BSE
PETPLST,Pet Plastics Limited,INE704F01018,BSE
PANIDPR,Panther Industrial Products Limited,INE181D01014,BSE
HARLETH,Haryana Leather Chemicals Limited,INE681F01018,BSE
PCCOSMA,Pee Cee Cosma Sope Limited,INE417E01010,BSE
TCMLMTD,TCM Limited,INE034F01010,BSE
KESARPE,Kesar Petroproducts Limited,INE133C01033,BSE
LACTOSE,Lactose India Limited,INE058I01013,BSE
TEEAI,Teesta Agro Industries Limited,INE757D01011,BSE
PNTKYOR,Pentokey Organy India Limited,INE702E01015,BSE
RESONANCE,Resonance Specialties Limited-$,INE486D01017,BSE
GUJINJEC,Gujarat Inject Kerala Limited,INE659F01014,BSE
AIMCOPEST,Aimco Pesticides Limited,INE008B01013,BSE
GUJTERC,Gujarat Terce Laboratories Limited,INE499G01013,BSE
KABRADG,Kabra Drugs Limited,INE323K01017,BSE
SHHARICH,Shree Hari Chemicals Export Limited,INE065E01017,BSE
ISHITADR,Ishita Drugs & Industries Limited,INE806D01016,BSE
UNIVSTAR,Universal Starch Chem Allied Limited,INE113E01015,BSE
NORRIS,Norris Medicines Limited,INE744C01029,BSE
ASINPET,Asian Petroproducts & Exports Limited,INE810M01019,BSE
CAMEXLimited,Camex Limited,INE198C01010,BSE
EVEXIA,Evexia Lifecare Limited,INE313M01030,BSE
INDOEURO,Indo Euro Indchem Limited,INE319N01019,BSE
RIDDHI,Riddhi Siddhi Gluco Biols Limited-$,INE249D01019,BSE
SVCIND,SVC INDUSTRIES Limited,INE038B01010,BSE
RAAJMEDI,Raaj Medisafe India Limited,INE548H01015,BSE
CORALAB,Coral Laboratories Limited,INE683E01017,BSE
TULASEEBIOE,Tulasee Bio Ethanol Limited,INE276N01011,BSE
BACPHAR,Bacil Pharma Limited,INE711D01018,BSE
KMCSHIL,KMC Speciality Hospitals (India) Limited,INE879K01018,BSE
LAFFANSQ,Laffans Petrochemicals Limited-$,INE919B01011,BSE
BHASKAGR,Bhaskar Agrochemicals Limited,INE972C01018,BSE
SHARMEH,Sharma East India Hospitals & Medical Research Limited,INE465H01012,BSE
GAYATRIBI,Gayatri BioOrganics Limited,INE052E01015,BSE
PHARMAID,Pharmaids Pharmaceuticals Limited,INE117D01018,BSE
VIVIDIND,Vivid Global Industries Limited,INE737C01023,BSE
PRIYALT,Priya Limited-$,INE686C01014,BSE
TIRUSTA,Tirupati Starch & Chemicals Limited,INE314D01011,BSE
HEMORGANIC,Hemo Organic Limited,INE422G01015,BSE
